,EMIS,schoolName,districtName,circuit,cluster,sector,phase,schoolStatus,schoolType,suburb,city,closestTown,phoneNum,faxNum,GIS_Long,GIS_Lat,section21,quintile,managerName,email,landOwner,buildingOwner,address_old,cellno,snapEnrol,gradeREnrol,boarding,priorityOrder,lowestlevelCode,projectNum,agent,programme,strategic,bid,parent,description,source,programmeName,projectSize,projectStage,nature,scoa,startDate,endDate,totalCost,MTEF_2011_12,MTEF_2012_13,MTEF_2013_14,MTEF_2014_15,MTEF_2015_16,Revised_15_16_Budget,IA_Required_Budget,Variance,MTEF_2016_17,MTEF_2017_18,MTEF_2018_19,MTEF_2019_20,MTEF_2020_21,MTEF_2021_22,MTEF_2022_23,MTEF_2023_24,MTEF_2024_25,MTEF_2025_26,MTEF_2026_27,MTEF_2028_29,MTEF_2029_30,MTEF_2030_31,MTEF_2031_32,MTEF_2032_33,MTEF_2033_34,PWC_List,Snap_survey,ecplanComments,ASIDI_NDPW,asidiYear,asidiStatus,asidiCommentsA,asidiCommentsB,inEC,inASIDI
1081,200200362,LINGELETHU SENIOR SECONDARY SCHOOL,EAST LONDON,Circuit 2,C,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NEEDS CAMP,EAST LONDON,Potsdam,437369121,437369121,27.65251,-32.99701,Yes,2,TETANI NS,lingelethusss@yahoo.com,PUBLIC,PUBLIC,"PHUMLANI LOCATION,PHUMLANI,NEEDS CAMP,EAST LONDON,5200",822129991,561,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1082,200200366,LONDOLOZANI JUNIOR PRIMARY SCHOOL,EAST LONDON,Circuit 11,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MDANTSANE,EAST LONDON,Mdantsane,437624182,437624182,27.7131,-32.9231,Yes,3,MNDI PP,NA,PUBLIC,TO BE UPDATED,"340212 N U,MDANTSANE,EAST LONDON,5219",720883354,307,76,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1083,200200367,LOWER EMNYAMENI PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 10,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KEISKAMMAHOEK,KING WILLIAMS TOWN,Keiskammahoek,NA,NA,27.10704,-32.62146,Yes,2,Mr Javu,NA,PUBLIC,TO BE UPDATED,"EMNYAMENI LOCATION,EMNYAMENI,KEISKAMMAHOEK,KING WILLIAMS TOWN,5670",832468785,98,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1084,200200368,LOWER GXULU PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 9,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,KEISKAMMAHOEK,Keiskammahoek,NA,NA,27.09733,-32.67535,Yes,3,Mr Mndi,200200368kwt01@gmail.com,PUBLIC,TO BE UPDATED,"LOWER GXULU,KEISKAMMAHOEK,5670",824366999,315,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1085,200200369,LOWER MGWALANA PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 4,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,PEDDIE,Peddie,NA,NA,27.12656,-33.30258,No,2,Mrs Nxelewa,nonkosi68@gmail.com,PUBLIC,TO BE UPDATED,"LOWER MGWALANA,PEDDIE,5640",712075117,102,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1086,200200370,LOWER SHESHEGU PRIMARY SCHOOL,FORT BEAUFORT,CIRCUIT 4,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ALICE,Alice,NA,NA,26.81896,-32.91301,Yes,2,"MSUTU ,LT",NA,PUBLIC,TO BE UPDATED,"LOWER SHESHEGU,ALICE,5700",739727817,67,11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1087,200200371,LOYISO SENIOR SECONDARY SCHOOL,EAST LONDON,Circuit 12,C,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MDANTSANE,EAST LONDON,Potsdam,437634763,437634763,27.68863,-32.96409,Yes,3,DABI M,loyisosensec@telkom.net,PUBLIC,PUBLIC,"147714 NU,MDANTSANE,EAST LONDON,5219",NA,386,NA,FALSE,2,NA,NA,DOE,NA,COMBINED PRIORITY,Proposed,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,6-Apr-16,31-Mar-17,"23,202", -   , -   , -   ,NA, -   ,NA,NA,NA,"2,320", -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOYISO SS SCHOOL,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
1088,200200372,LUJIKO PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 4,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,PEDDIE,Kleinemonde,NA,NA,27.03641,-33.36875,Yes,2,Mr Magingxa,200200372kwt@gmail.com,PUBLIC,TO BE UPDATED,"LUJIKO,PEDDIE,5640",722263401,234,35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1089,200200374,LUJIZA PRIMARY SCHOOL,EAST LONDON,Circuit 1,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,CHALUMNA,EAST LONDON,Hamburg,NA,NA,27.46591,-33.26827,No,3,BIYO DG,lujizaprimary@gmail.com,PUBLIC,TO BE UPDATED,"MANZIKHAYE LOCATION,MANZIKHAYE,CHALUMNA,EAST LONDON,5201",834362845,120,22,FALSE,NA,NA,NA,DOE,NA,FENCING ,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"1,089", -   , -   , -   ,NA, -   ,NA,NA,NA, -   ,327,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
1090,200200375,LUJIZA PUBLIC PRIMARY SCHOOL,EAST LONDON,Circuit 6,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,DUNCAN VILLAGE PROPER,EAST LONDON,East London,437221331,437224696,27.88019,-33.00816,Yes,3,LIZO PN,lujiza.public.school@gmail.com,PUBLIC,TO BE UPDATED,"MAZWI STREET,DUNCAN   PROPER,DUNCAN VILLAGE PROPER,EAST LONDON,5209",824576736,883,119,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1091,200200376,LUKHANYO JUNIOR PRIMARY SCHOOL,EAST LONDON,Circuit 8,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NU 13,EAST LONDON,Potsdam,437634104,437634104,27.70379,-32.94576,No,3,MHLANGA NP,lukhanyo@gmail.com,PUBLIC,TO BE UPDATED,"91113 NU,NU 13,EAST LONDON,5219",847123048,150,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1092,200200377,LUKHOZI HIGH SCHOOL,FORT BEAUFORT,CIRCUIT 9,C,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,DEBENEK,Dimbaza,406598838,406598838,27.20057,-32.8627,Yes,3,MCITEKA MC,NA,PUBLIC,PUBLIC,"ZIHLAHLENI VILLAGE,ZIHLAHLENI,DEBENEK,",730649166,202,NA,FALSE,NA,NA,NA,DOE,NA,MUD/INAPPROPRIATE,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"13,600", -   , -   , -   ,NA, -   ,NA,NA,NA, -   ,"1,360","9,520","2,720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUKHOZI HIGH SCHOOL,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
1093,200200378,LUMANYANO PUBLIC SCHOOL,EAST LONDON,Circuit 2,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,EAST LONDON,Potsdam,NA,NA,27.65498,-32.99318,No,2,RUMBU ,loidtom@gmail.com,PUBLIC,TO BE UPDATED,"NEEDSCAMP,EAST LONDON,5200",788449854,315,37,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1094,200200379,LUMKO HIGH SCHOOL,EAST LONDON,Circuit 6,C,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,GOMPO,EAST LONDON,Duncan Village,437334549,437334549,27.85535,-33.01554,Yes,3,LINKS WM,lumkoprincipal@gmail.com,PUBLIC,PUBLIC,"33 BIYANA DRIVE,GOMPO,EAST LONDON,5200",836510455,930,NA,FALSE,NA,30016228,CDC/346/10,CDC,CDC - EPWP II Conventional,New Infrastructure Assets,Active,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Under Construction,New Infrastructure Assets,Building & other fixed structures,NA,NA,NA, -   , -   , -   ,"17,084","22,762","22,580","22,580", -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
1095,200200381,LUNGA JUNIOR PRIMARY SCHOOL,EAST LONDON,Circuit 8,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MDANTSANE,EAST LONDON,Mdantsane,437602752,NA,27.7431,-32.95141,Yes,3,MGQUBA,ntsikiemgquba@gmail.com,PUBLIC,TO BE UPDATED,"6166 NU,MDANTSANE,EAST LONDON,5219",NA,241,43,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1096,200200382,LUNGELOLETHU PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 10,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KEIKSKAMMAHOEK,KEISKAMMAHOEK,Keiskammahoek,NA,NA,27.16818,-32.65045,Yes,2,Mr Jona,NA,PUBLIC,TO BE UPDATED,"NGXALAWE LOCATION,NGXALAWE,KEIKSKAMMAHOEK,KEISKAMMAHOEK,5670",732234593,210,36,FALSE,NA,30542228,DOE09ECAR024,IDT,IDT RSDP II,MAINTENANCE AND REPAIR,Active,Maintenance and Repairs,"Renovations to existing 5 classrroms, 2 new  additional classroom, new admin, new grade R and new 11 pit toilets and 600m security fence and electrical installation ",Educational Infrastructure Grant,Public Ordinary Schools,Large,Final account,Maintenance and Repairs,Contractors,NA,NA,"4,082", -   , -   , -   ,10,150,150,150, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
1097,200200383,LUNGISA PRIMARY SCHOOL,EAST LONDON,Circuit 1,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,OPENSHAW,EAST LONDON,Bell,406470203,406470203,27.4473,-33.1571,No,2,DYANI LW,NA,PUBLIC,TO BE UPDATED,"JOJINENI LOCATION,JOJINENI,OPENSHAW,EAST LONDON,5200",829506479,273,40,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1098,200200384,LUSASA COMBINED SCHOOL,EAST LONDON,Circuit 3,C,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MOOIPLAAS,EAST LONDON,Mpetu,438510045,NA,28.07502,-32.69527,No,2,MZIMKULU CT,lusasacombined@gmail.com,PUBLIC,TO BE UPDATED,"LUSASA LOCATION,LUSASA,MOOIPLAAS,EAST LONDON,5288",727146622,113,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1099,200200385,MZAMOMHLE PRIMARY SCHOOL,FORT BEAUFORT,CIRCUIT 1,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ALICE,Seymour,NA,NA,26.81968,-32.62765,Yes,2,BLIE XF,27798751937@vodamail.co.za,PUBLIC,TO BE UPDATED,"LUSHINGTON,ALICE,5750",710093501,91,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1100,200200387,LUXOLO SECONDARY SCHOOL,KING WILLIAMS TOWN,Circuit 10,C,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KEISKAMMAHOEK,KING WILLIAMS TOWN,Keiskammahoek,NA,NA,27.07979,-32.62237,No,2,Ms Mabala,200200387kwt@gmail.com,PUBLIC,PUBLIC,"UPPER MNYAMENI,KEISKAMMAHOEK,KING WILLIAMS TOWN,5670",735964120,101,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1101,200200388,LUXOMO JUNIOR PRIMARY SCHOOL,EAST LONDON,Circuit 12,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,BERLIN,EAST LONDON,Berlin,437411551,NA,27.59176,-32.92531,Yes,3,"GULWA ,B",luxomojp@gmail.com,PUBLIC,TO BE UPDATED,"LUXOMO LOCATION,LUXOMO,BERLIN,EAST LONDON,5660",730638395,49,8,FALSE,NA,30590228,NA,IDT,IDT RSDP WSF,INSUFFICIENT WATER & SAN,Active,Norms & Standards,"17 Pit toilets, 2 X 2500 L tanks with stands, 683m security fencing, 223m stock fencing",Educational Infrastructure Grant,Public Ordinary Schools,Large,Final Completion,New Infrastructure Assets,Building & other fixed structures,2-Apr-15,31-Mar-18,NA, -   , -   , -   ,10,95,95,95, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IDT RSDP WSF,NA,NA,NA,NA,1,0
1102,200200390,LUYTEVILLE PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 11,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KING WM'S TOWN,KING WILLIAMS TOWN,Bisho,NA,NA,27.3552,-32.82202,Yes,3,Mrs Mpendu,200200390kwt@gmail.com,PUBLIC,TO BE UPDATED,"QUZINI,KING WM'S TOWN,KING WILLIAMS TOWN,5600",737325948,247,22,FALSE,NA,NA,NA,DOE,NA,ECD COSTED,Proposed,ECD Centre,NA,Educational Infrastructure Grant,Early Childhood Development,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,29-Apr-16,31-Mar-18,"3,932", -   , -   , -   ,NA, -   ,NA,NA,NA,"1,180","2,753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Mvula Trust - Batch II - Water,NA,NA,NA,NA,1,0
1103,200200391,LUZUKO SENIOR PRIMARY SCHOOL,EAST LONDON,Circuit 11,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MDANTSANE,EAST LONDON,Mdantsane,437629747,437629747,27.719352,-32.92558,Yes,3,NGELE,NA,PUBLIC,TO BE UPDATED,"194211 N U A,MDANTSANE,EAST LONDON,5219",847059610,133,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1104,200200392,LWANDISA JUNIOR PRIMARY SCHOOL,EAST LONDON,Circuit 8,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MDANTSANE,EAST LONDON,Mdantsane,437600978,NA,27.76545,-32.95224,Yes,3,ZIKODE Z,nomoza@gmail.com,PUBLIC,TO BE UPDATED,"24384 NU,MDANTSANE,EAST LONDON,5219",788294920,306,49,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1105,200200393,MAASDORP PRIMARY SCHOOL,FORT BEAUFORT,CIRCUIT 5,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,BALFOUR,FORT BEAUFORT,Balfour,NA,NA,26.67679,-32.52141,Yes,3,MAYASE MV,NA,PUBLIC,TO BE UPDATED,"MAASDORP,BALFOUR,FORT BEAUFORT,5740",786567974,115,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1106,200200394,MABANDLA PRIMARY SCHOOL,FORT BEAUFORT,CIRCUIT 2,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ALICE,Alice,NA,NA,26.91152,-32.7443,Yes,3,GUZANA VV,NA,PUBLIC,TO BE UPDATED,"KRWAKRWA,ALICE,5700",826604344,82,15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1107,200200395,MABEFU PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 6,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,Cross Roads,NA,NA,27.29638,-33.04097,No,2,Ms Toto,200200395kwt@gmail.com,PUBLIC,TO BE UPDATED,"MABHONGO,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,5600",799920674,74,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1108,200200396,MACABANGWANA L/H PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 3,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,PEDDIE,Cross Roads,NA,NA,27.26585,-33.21932,No,2,Mr Mzaca,NA,PUBLIC,TO BE UPDATED,"CWARU,PEDDIE,5640",731937809,32,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014/2015,Allocated,NA,NA,0,1
1109,200200397,MACFARLAN PRIMARY SCHOOL,FORT BEAUFORT,CIRCUIT 2,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ALICE,Alice,406535155,NA,26.89156,-32.71448,Yes,3,GALELA NG,ngalela@yahoo.co.,PUBLIC,TO BE UPDATED,"MACFARLAN LOCATION,MACFARLAN,ALICE,5700",824791436,42,15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1110,200200398,MACHIBINI PRIMARY SCHOOL,FORT BEAUFORT,CIRCUIT 11,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MIDDLEDRIFT,Keiskammahoek,NA,NA,26.92126,-32.7071,Yes,3,"ZINI ,N.M",NA,PUBLIC,TO BE UPDATED,"MACHIBINI,MIDDLEDRIFT,5685",736637668,37,4,FALSE,NA,30400228,DPW02ECAR195,IDT,IDT PHASE III,NEW AND REPLACEMENT ASSET,Active,Re-alignment,"8 New classes,staff rm/office, 13 new toilets,security fence.",Educational Infrastructure Grant,Public Ordinary Schools,Large,Final Account,New Infrastructure Assets,Building & other fixed structures,NA,NA, -   , -   , -   , -   ,10,29,29,29, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
1111,200200399,MACIBI PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 5,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,Zwelitsha,NA,NA,27.46138,-33.01751,No,2,Mr Dlova,NA,PUBLIC,TO BE UPDATED,"MACIBI,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,5600",832606392,223,49,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1112,200200400,MADAKENI PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 8,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,DIMBAZA,KING WILLIAMS TOWN,Dimbaza,NA,NA,27.20925,-32.82133,No,3,Mr Mtati,200200400kwt@gmail.com,PUBLIC,TO BE UPDATED,"MADAKENI LOCATION,MADAKENI,DIMBAZA,KING WILLIAMS TOWN,5600",824249458,202,28,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1113,200200401,MADLIKI PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 5,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,Zwelitsha,NA,NA,27.42572,-33.04822,No,2,Ms Mntini,200200401kwt@gmail.com,PUBLIC,TO BE UPDATED,"MADLIKI,KING WILLIAM'S TOWN,KING WILLIAMS TOWN,5600",837445624,105,24,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1114,200200402,MADUBELA PRIMARY SCHOOL,KING WILLIAMS TOWN,Circuit 9,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,DEBENEK,KING WILLIAMS TOWN,Middledrift,NA,NA,27.08289,-32.82964,Yes,3,Mr Pase,NA,PUBLIC,TO BE UPDATED,"MADUBELA LOCATION,MADUBELA,DEBENEK,KING WILLIAMS TOWN,5604",840717076,78,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
